Price,Close,High,Low,Open,Volume
Ticker,GP,GP,GP,GP,GP
Date,,,,,
2025-05-12,0.4429999887943268,0.4569999873638153,0.4399999976158142,0.44999998807907104,61300
2025-05-13,0.46000000834465027,0.47999998927116394,0.44699999690055847,0.47999998927116394,76500
2025-05-14,0.4410000145435333,0.5149999856948853,0.4399999976158142,0.5149999856948853,126600
2025-05-15,0.44999998807907104,0.49000000953674316,0.44200000166893005,0.49000000953674316,67300
2025-05-16,0.46000000834465027,0.49000000953674316,0.44999998807907104,0.44999998807907104,112800
2025-05-19,0.4650000035762787,0.49000000953674316,0.46000000834465027,0.46000000834465027,28400
2025-05-20,0.46000000834465027,0.4699999988079071,0.45500001311302185,0.4699999988079071,28400
2025-05-21,0.44999998807907104,0.47200000286102295,0.44999998807907104,0.460999995470047,28100
2025-05-22,0.44999998807907104,0.4659999907016754,0.4390000104904175,0.44999998807907104,26300
2025-05-23,0.44999998807907104,0.4560000002384186,0.4300000071525574,0.4560000002384186,29100
2025-05-27,0.4410000145435333,0.44999998807907104,0.42800000309944153,0.4390000104904175,78500
2025-05-28,0.43799999356269836,0.44699999690055847,0.41999998688697815,0.44699999690055847,49600
2025-05-29,0.42899999022483826,0.49000000953674316,0.42800000309944153,0.44699999690055847,264300
2025-05-30,0.42500001192092896,0.44999998807907104,0.42500001192092896,0.4300000071525574,36100
2025-06-02,0.4300000071525574,0.46000000834465027,0.41999998688697815,0.4399999976158142,55100
2025-06-03,0.42500001192092896,0.4359999895095825,0.41999998688697815,0.4300000071525574,39800
2025-06-04,0.421999990940094,0.44999998807907104,0.41999998688697815,0.4449999928474426,65100
2025-06-05,0.4390000104904175,0.4399999976158142,0.42100000381469727,0.4320000112056732,47100
2025-06-06,0.4300000071525574,0.44999998807907104,0.42100000381469727,0.42500001192092896,60500
2025-06-09,0.4259999990463257,0.4440000057220459,0.4230000078678131,0.4399999976158142,31100
2025-06-10,0.4300000071525574,0.4699999988079071,0.4230000078678131,0.4699999988079071,48100
2025-06-11,0.42500001192092896,0.4410000145435333,0.42100000381469727,0.42100000381469727,54300
2025-06-12,0.4320000112056732,0.43299999833106995,0.41999998688697815,0.4300000071525574,62200
2025-06-13,0.40799999237060547,0.4269999861717224,0.3959999978542328,0.4269999861717224,192600
2025-06-16,0.3970000147819519,0.4099999964237213,0.3959999978542328,0.40299999713897705,71400
2025-06-17,0.4009999930858612,0.4099999964237213,0.3970000147819519,0.4000000059604645,100800
2025-06-18,0.40799999237060547,0.41999998688697815,0.39100000262260437,0.4020000100135803,80800
2025-06-20,0.39800000190734863,0.43700000643730164,0.3930000066757202,0.42399999499320984,34300
2025-06-23,0.3919999897480011,0.40299999713897705,0.38100001215934753,0.4000000059604645,55700
2025-06-24,0.3840000033378601,0.4000000059604645,0.38100001215934753,0.4000000059604645,60400
2025-06-25,0.382999986410141,0.38999998569488525,0.3779999911785126,0.38999998569488525,46500
2025-06-26,0.3799999952316284,0.38999998569488525,0.3700000047683716,0.38999998569488525,87800
2025-06-27,0.4000000059604645,0.4050000011920929,0.3799999952316284,0.4000000059604645,167200
2025-06-30,0.4000000059604645,0.4099999964237213,0.38100001215934753,0.4099999964237213,74500
2025-07-01,0.38600000739097595,0.4000000059604645,0.3799999952316284,0.3970000147819519,46700
2025-07-02,0.4000000059604645,0.4000000059604645,0.36500000953674316,0.382999986410141,109500
2025-07-03,0.4099999964237213,0.4300000071525574,0.3919999897480011,0.4000000059604645,123200
2025-07-07,0.4180000126361847,0.41999998688697815,0.38999998569488525,0.4050000011920929,45600
2025-07-08,0.41499999165534973,0.41499999165534973,0.37700000405311584,0.4000000059604645,126800
2025-07-09,0.42500001192092896,0.4300000071525574,0.4050000011920929,0.4090000092983246,51900
2025-07-10,0.41999998688697815,0.43299999833106995,0.4099999964237213,0.4300000071525574,111200
2025-07-11,0.4269999861717224,0.4410000145435333,0.41999998688697815,0.41999998688697815,45200
2025-07-14,0.42899999022483826,0.43700000643730164,0.4000000059604645,0.4050000011920929,98600
2025-07-15,0.40299999713897705,0.4300000071525574,0.3799999952316284,0.4300000071525574,125700
2025-07-16,0.41499999165534973,0.41999998688697815,0.40299999713897705,0.4059999883174896,24900
2025-07-17,0.3869999945163727,0.41999998688697815,0.382999986410141,0.4169999957084656,108600
2025-07-18,0.3970000147819519,0.43799999356269836,0.3799999952316284,0.39100000262260437,444600
2025-07-21,0.4090000092983246,0.4300000071525574,0.38100001215934753,0.4230000078678131,117300
2025-07-22,0.4169999957084656,0.4169999957084656,0.38999998569488525,0.41600000858306885,38900
2025-07-23,0.4300000071525574,0.4300000071525574,0.3959999978542328,0.41600000858306885,78200
2025-07-24,0.42399999499320984,0.4300000071525574,0.4000000059604645,0.41999998688697815,110700
2025-07-25,0.3799999952316284,0.4300000071525574,0.3799999952316284,0.4300000071525574,153500
2025-07-28,0.3799999952316284,0.3959999978542328,0.3700000047683716,0.38499999046325684,64300
2025-07-29,0.36399999260902405,0.4000000059604645,0.36000001430511475,0.4000000059604645,106800
2025-07-30,0.3199999928474426,0.3610000014305115,0.3140000104904175,0.3499999940395355,259400
2025-07-31,0.31200000643730164,0.3499999940395355,0.3109999895095825,0.3109999895095825,162600
2025-08-01,0.3330000042915344,0.35600000619888306,0.2800000011920929,0.32499998807907104,471100
2025-08-04,0.44999998807907104,0.6420000195503235,0.3319999873638153,0.3449999988079071,75977200
2025-08-05,0.4390000104904175,0.4790000021457672,0.4000000059604645,0.41499999165534973,1369100
2025-08-06,0.36000001430511475,0.421999990940094,0.36000001430511475,0.41200000047683716,533300
2025-08-07,0.3889999985694885,0.4000000059604645,0.36000001430511475,0.36000001430511475,359900
2025-08-08,0.35199999809265137,0.4000000059604645,0.3499999940395355,0.3869999945163727,555100
2025-08-11,0.35499998927116394,0.4050000011920929,0.3400000035762787,0.4050000011920929,228300
2025-08-12,0.3869999945163727,0.38999998569488525,0.3499999940395355,0.3529999852180481,315400
2025-08-13,0.39800000190734863,0.40299999713897705,0.3799999952316284,0.4000000059604645,104900
2025-08-14,0.3959999978542328,0.40799999237060547,0.38999998569488525,0.3959999978542328,97800
2025-08-15,0.39800000190734863,0.4000000059604645,0.3799999952316284,0.3970000147819519,176200
2025-08-18,0.38100001215934753,0.4099999964237213,0.37599998712539673,0.4000000059604645,193400
2025-08-19,0.36000001430511475,0.38999998569488525,0.35499998927116394,0.3799999952316284,186800
2025-08-20,0.33399999141693115,0.3659999966621399,0.3310000002384186,0.3659999966621399,224300
