Price,Close,High,Low,Open,Volume
Ticker,GP,GP,GP,GP,GP
Date,,,,,
2024-04-10,1.7100000381469727,1.7899999618530273,1.6699999570846558,1.690000057220459,100400
2024-04-11,1.7699999809265137,1.8489999771118164,1.725000023841858,1.725000023841858,53800
2024-04-12,1.659999966621399,1.7899999618530273,1.649999976158142,1.7300000190734863,98400
2024-04-15,1.6799999475479126,1.7000000476837158,1.6200000047683716,1.6799999475479126,31800
2024-04-16,1.690000057220459,1.7100000381469727,1.6399999856948853,1.6399999856948853,30600
2024-04-17,1.7200000286102295,1.7400000095367432,1.649999976158142,1.6799999475479126,17000
2024-04-18,1.7300000190734863,1.7899999618530273,1.690000057220459,1.75,26900
2024-04-19,1.7599999904632568,1.7899999618530273,1.6699999570846558,1.75,47000
2024-04-22,1.7100000381469727,1.7999999523162842,1.7000000476837158,1.7999999523162842,22100
2024-04-23,1.8799999952316284,1.8899999856948853,1.7100000381469727,1.7300000190734863,27700
2024-04-24,1.8899999856948853,1.909999966621399,1.840000033378601,1.899999976158142,14900
2024-04-25,1.840000033378601,1.8899999856948853,1.7999999523162842,1.8600000143051147,10600
2024-04-26,1.8300000429153442,1.840000033378601,1.809999942779541,1.8300000429153442,9900
2024-04-29,1.8600000143051147,1.8899999856948853,1.8200000524520874,1.8700000047683716,16000
2024-04-30,1.8600000143051147,1.8799999952316284,1.809999942779541,1.8300000429153442,24100
2024-05-01,1.7799999713897705,1.8849999904632568,1.7699999809265137,1.8200000524520874,20500
2024-05-02,1.809999942779541,1.8600000143051147,1.7899999618530273,1.7999999523162842,15200
2024-05-03,1.7899999618530273,1.850000023841858,1.75,1.850000023841858,24900
2024-05-06,1.8200000524520874,1.9079999923706055,1.7899999618530273,1.899999976158142,77400
2024-05-07,1.3799999952316284,1.440000057220459,1.1799999475479126,1.3899999856948853,939000
2024-05-08,1.3200000524520874,1.3899999856948853,1.2699999809265137,1.3899999856948853,115800
2024-05-09,1.3700000047683716,1.399999976158142,1.2999999523162842,1.399999976158142,114100
2024-05-10,1.2699999809265137,1.3700000047683716,1.2000000476837158,1.3200000524520874,192500
2024-05-13,1.2899999618530273,1.3700000047683716,1.2699999809265137,1.3700000047683716,64200
2024-05-14,1.340000033378601,1.350000023841858,1.2999999523162842,1.3109999895095825,54000
2024-05-15,1.315000057220459,1.350000023841858,1.2999999523162842,1.3300000429153442,62800
2024-05-16,1.3700000047683716,1.3799999952316284,1.2999999523162842,1.3200000524520874,177200
2024-05-17,1.340000033378601,1.3899999856948853,1.3300000429153442,1.3899999856948853,34800
2024-05-20,1.2599999904632568,1.3200000524520874,1.2450000047683716,1.309999942779541,113200
2024-05-21,1.2899999618530273,1.2999999523162842,1.1699999570846558,1.25,72700
